Date,Day,Action,Protester,Target,Govt agent,Event,Country,Location,Issue,Linked date,Time,# protester,Arrests,Injuries,ProtKilled,Propdamag,#State,#State inj,#State killed,OSD,OSR,Source,Story date,No event found
26-Nov-81,Thu,occupation,Rural Solidarity,government,,farmers occupy communist youth building,Poland,Siedlce,reform,,,301,0,0,0,N,0,0,0,14000000,2047500,BBC,10/12/1981,
26-Nov-81,Thu,occupation,Peasant Solidarity,government,,farmers protest sale policies,Poland,Swidnica,reform,,,301,0,0,0,N,0,0,0,14000000,2047500,BBC,10/12/1981,
27-Nov-81,Fri,occupation,Rural Solidarity,government,agriculture,farmers protest land and sale policies,Poland,Rzeszow,justice,,,101,0,0,0,N,0,0,0,14000000,2047500,RFE,27/11/1981,
27-Nov-81,Fri,occupation,Rural Solidarity,government,agriculture,farmers protest land and sale policies,Poland,Torun,justice,,,71,0,0,0,N,0,0,0,14000000,2047500,RFE,29/11/1981,
27-Nov-81,Fri,occupation,Peasant Solidarity,government,agriculture,farmers protest land and sale policies,Poland,Zamosc,justice,,,101,0,0,0,N,0,0,0,14000000,2047500,BBC,03/12/1981,
27-Nov-81,Fri,strike,students,government,,Firefighters Academy opposes control by ministry,Poland,Warsaw,freedom,,,380,0,0,0,N,0,0,0,14000000,2047500,RFE,29/11/1981,
27-Nov-81,Fri,strike,students,government,university,students protest university policies,Poland,Poland,reform,,,100001,0,0,0,N,0,0,0,14000000,2047500,Reuters,01/12/1981,
27-Nov-81,Fri,repression,Solidarity,government,,Jaruzelski instructs Sejm to outlaw strikes,Poland,Warsaw,repression,,,0,0,0,0,N,0,0,0,14000000,2047500,Reuters,27/11/1981,
27-Nov-81,Fri,strike,Solidarity,government,,oil workers demand privatization,Poland,Krosno,reform,,,1700,0,0,0,N,0,0,0,14000000,2047500,BBC,03/12/1981,
27-Nov-81,Fri,symbolic,Solidarity,government,education,high schools teach only revised Polish history,Poland,Lublin,reform,,,3001,0,0,0,N,0,0,0,14000000,2047500,BBC,03/12/1981,
27-Nov-81,Fri,occupation,Rural Solidarity,government,,farmers occupy communist youth building,Poland,Siedlce,reform,,,301,0,0,0,N,0,0,0,14000000,2047500,BBC,10/12/1981,
27-Nov-81,Fri,occupation,Peasant Solidarity,government,,farmers protest sale policies,Poland,Swidnica,reform,,,301,0,0,0,N,0,0,0,14000000,2047500,BBC,10/12/1981,
28-Nov-81,Sat,occupation,Rural Solidarity,government,agriculture,farmers protest land and sale policies,Poland,Torun,justice,,,71,0,0,0,N,0,0,0,14000000,2047500,RFE,29/11/1981,
28-Nov-81,Sat,occupation,Rural Solidarity,government,agriculture,farmers protest land and sale policies,Poland,Rzeszow,justice,,,101,0,0,0,N,0,0,0,14000000,2047500,RFE,29/11/1981,
28-Nov-81,Sat,occupation,Peasant Solidarity,government,agriculture,farmers protest land and sale policies,Poland,Wloclawek,justice,,,100,0,0,0,N,0,0,0,14000000,2047500,RFE,29/11/1981,
28-Nov-81,Sat,occupation,Peasant Solidarity,government,agriculture,farmers protest land and sale policies,Poland,Zamosc,justice,,,101,0,0,0,N,0,0,0,14000000,2047500,BBC,03/12/1981,
28-Nov-81,Sat,strike,students,government,,Firefighters Academy opposes control by ministry,Poland,Warsaw,freedom,,,380,0,0,0,N,0,0,0,14000000,2047500,RFE,29/11/1981,
28-Nov-81,Sat,strike,students,government,university,students protest university policies,Poland,Poland,reform,,,100001,0,0,0,N,0,0,0,14000000,2047500,Reuters,01/12/1981,
28-Nov-81,Sat,strike,Solidarity,government,,oil workers demand privatization,Poland,Krosno,reform,,,1700,0,0,0,N,0,0,0,14000000,2047500,BBC,03/12/1981,
28-Nov-81,Sat,strike,Solidarity,government,education,high schools teach only revised Polish history,Poland,Lublin,reform,,,3001,0,0,0,N,0,0,0,14000000,2047500,BBC,03/12/1981,
28-Nov-81,Sat,occupation,Rural Solidarity,government,,farmers occupy communist youth building,Poland,Siedlce,reform,,,301,0,0,0,N,0,0,0,14000000,2047500,BBC,10/12/1981,
28-Nov-81,Sat,occupation,Peasant Solidarity,government,,farmers protest sale policies,Poland,Swidnica,reform,,,301,0,0,0,N,0,0,0,14000000,2047500,BBC,10/12/1981,
29-Nov-81,Sun,occupation,Rural Solidarity,government,agriculture,farmers protest land and sale policies,Poland,Torun,justice,,,71,0,0,0,N,0,0,0,14000000,2047500,RFE,29/11/1981,
29-Nov-81,Sun,occupation,Rural Solidarity,government,agriculture,farmers protest land and sale policies,Poland,Rzeszow,justice,,,101,0,0,0,N,0,0,0,14000000,2047500,RFE,29/11/1981,
29-Nov-81,Sun,occupation,Peasant Solidarity,government,agriculture,farmers protest land and sale policies,Poland,Wloclawek,justice,,,100,0,0,0,N,0,0,0,14000000,2047500,RFE,29/11/1981,
29-Nov-81,Sun,occupation,Peasant Solidarity,government,agriculture,farmers protest land and sale policies,Poland,Zamosc,justice,,,101,0,0,0,N,0,0,0,14000000,2047500,BBC,03/12/1981,
29-Nov-81,Sun,strike,students,government,,Firefighters Academy opposes control by ministry,Poland,Warsaw,freedom,,,380,0,0,0,N,0,0,0,14000000,2047500,RFE,29/11/1981,
29-Nov-81,Sun,repression,students,government,police,police surround Firefighters Academy,Poland,Warsaw,repression,,,0,0,0,0,N,301,0,0,14000000,2047500,RFE,29/11/1981,
29-Nov-81,Sun,rally,dissidents,government,,Club for promotion of independence meets,Poland,Warsaw,reform,,,200,0,0,0,N,0,0,0,14000000,2047500,Reuters,29/11/1981,
29-Nov-81,Sun,demonstration,dissidents,government,,KPN and others march for independence,Poland,Cracow,nationalism,,,301,0,0,0,N,101,0,0,50000,2047500,Reuters,30/11/1981,
29-Nov-81,Sun,strike,students,government,university,students protest university policies,Poland,Poland,reform,,,100001,0,0,0,N,0,0,0,14000000,2047500,Reuters,01/12/1981,
29-Nov-81,Sun,strike,Solidarity,government,,oil workers demand privatization,Poland,Krosno,reform,,,1700,0,0,0,N,0,0,0,14000000,2047500,BBC,03/12/1981,
29-Nov-81,Sun,strike,Solidarity,government,education,high schools teach only revised Polish history,Poland,Lublin,reform,,,3001,0,0,0,N,0,0,0,14000000,2047500,BBC,03/12/1981,
29-Nov-81,Sun,occupation,Rural Solidarity,government,,farmers occupy communist youth building,Poland,Siedlce,reform,,,301,0,0,0,N,0,0,0,14000000,2047500,BBC,10/12/1981,
29-Nov-81,Sun,occupation,Peasant Solidarity,government,,farmers protest sale policies,Poland,Swidnica,reform,,,301,0,0,0,N,0,0,0,14000000,2047500,BBC,10/12/1981,
30-Nov-81,Mon,strike,students,government,,Firefighters Academy opposes control by ministry,Poland,Warsaw,freedom,,,101,0,0,0,N,0,0,0,14000000,2047500,RFE,02/12/1981,
30-Nov-81,Mon,repression,students,government,police,police surround Firefighters Academy,Poland,Warsaw,repression,,,0,0,0,0,N,301,0,0,14000000,2047500,RFE,02/12/1981,
30-Nov-81,Mon,demonstration,civilians,government,,crowd surrounds Firefighters academy,Poland,Warsaw,freedom,,,301,0,0,0,N,301,0,0,14000000,2047500,Reuters,30/11/1981,
30-Nov-81,Mon,repression,students,government,ministry,education ministry dissolves Firefighters academy,Poland,Warsaw,repression,,,0,0,0,0,N,0,0,0,14000000,2047500,Reuters,30/11/1981,
30-Nov-81,Mon,occupation,Peasant Solidarity,government,agriculture,farmers protest land and sale policies,Poland,Wloclawek,justice,,,100,0,0,0,N,0,0,0,14000000,2047500,RFE,11/12/1981,
30-Nov-81,Mon,occupation,Peasant Solidarity,government,agriculture,farmers protest land and sale policies,Poland,Zamosc,justice,,,101,0,0,0,N,0,0,0,14000000,2047500,BBC,03/12/1981,
30-Nov-81,Mon,strike,students,government,university,students protest university policies,Poland,Poland,reform,,,100001,0,0,0,N,0,0,0,14000000,2047500,Reuters,01/12/1981,
30-Nov-81,Mon,occupation,Rural Solidarity,government,agriculture,farmers protest land and sale policies,Poland,Rzeszow,justice,,,101,0,0,0,N,0,0,0,14000000,2047500,BBC,03/12/1981,
30-Nov-81,Mon,strike,Solidarity,government,,oil workers demand privatization,Poland,Krosno,reform,,,1700,0,0,0,N,0,0,0,14000000,2047500,BBC,03/12/1981,
30-Nov-81,Mon,strike,Solidarity,government,education,high schools teach only revised Polish history,Poland,Lublin,reform,,,3001,0,0,0,N,0,0,0,14000000,2047500,BBC,03/12/1981,
30-Nov-81,Mon,occupation,Rural Solidarity,government,agriculture,farmers protest land and sale policies,Poland,Torun,justice,,,71,0,0,0,N,0,0,0,14000000,2047500,BBC,10/12/1981,
30-Nov-81,Mon,occupation,Rural Solidarity,government,,farmers occupy communist youth building,Poland,Siedlce,reform,,,301,0,0,0,N,0,0,0,14000000,2047500,BBC,10/12/1981,
30-Nov-81,Mon,occupation,Peasant Solidarity,government,,farmers protest sale policies,Poland,Swidnica,reform,,,301,0,0,0,N,0,0,0,14000000,2047500,BBC,10/12/1981,
01-Dec-81,Tue,strike,students,government,,Firefighters Academy opposes control by ministry,Poland,Warsaw,freedom,,,340,0,0,0,N,0,0,0,14000000,2047500,RFE,02/12/1981,
01-Dec-81,Tue,repression,students,government,police,police surround Firefighters Academy,Poland,Warsaw,repression,,,0,0,0,0,N,10000,0,0,14000000,2047500,Reuters,02/12/1981,
01-Dec-81,Tue,repression,students,government,police,armored police vans surround Academy,Poland,Warsaw,repression,,14:00,0,0,0,0,N,301,0,0,14000000,2047500,Reuters,01/12/1981,
01-Dec-81,Tue,obstruction,Solidarity,government,police,tram drivers block police & surround with 20 trams,Poland,Warsaw,freedom,,16:00,301,0,0,0,N,301,0,0,14000000,2047500,Reuters,01/12/1981,
01-Dec-81,Tue,rally,Solidarity,government,police,crowd surrounds Firefighters academy,Poland,Warsaw,freedom,,16:00+,5000,0,1,0,N,301,0,0,14000000,2047500,Reuters,01/12/1981,
01-Dec-81,Tue,repression,Firefighters,government,police,police stop firefighters from coming to Warsaw,Poland,Poland,repression,,,301,301,0,0,N,301,0,0,14000000,2047500,Reuters,01/12/1981,
01-Dec-81,Tue,rally,dissidents,government,,Clubs of the self-governing republic meets,Poland,Warsaw,reform,,,600,0,0,0,N,101,0,0,600,2047500,Reuters,01/12/1981,
01-Dec-81,Tue,occupation,Peasant Solidarity,government,agriculture,farmers protest land and sale policies,Poland,Wloclawek,justice,,,100,0,0,0,N,0,0,0,14000000,2047500,RFE,11/12/1981,
01-Dec-81,Tue,occupation,Peasant Solidarity,government,agriculture,farmers protest land and sale policies,Poland,Zamosc,justice,,,101,0,0,0,N,0,0,0,14000000,2047500,BBC,03/12/1981,
01-Dec-81,Tue,occupation,Rural Solidarity,government,agriculture,farmers protest land and sale policies,Poland,Rzeszow,justice,,,101,0,0,0,N,0,0,0,14000000,2047500,BBC,03/12/1981,
01-Dec-81,Tue,strike,students,government,university,students protest university policies,Poland,Poland,reform,,,100001,0,0,0,N,0,0,0,14000000,2047500,Reuters,01/12/1981,
01-Dec-81,Tue,repression,Solidarity,government,USSR,"heavy govt, WTO criticism of Solidarity",Poland,Poland,repression,,,0,0,0,0,N,0,0,0,14000000,2047500,Reuters,01/12/1981,
01-Dec-81,Tue,strike,Solidarity,government,,oil workers demand privatization,Poland,Krosno,reform,,,1700,0,0,0,N,0,0,0,14000000,2047500,BBC,03/12/1981,
01-Dec-81,Tue,strike,Solidarity,government,education,high schools teach only revised Polish history,Poland,Lublin,reform,,,3001,0,0,0,N,0,0,0,14000000,2047500,BBC,03/12/1981,
01-Dec-81,Tue,symbolic,Solidarity,government,media,youths put posters on radio station; police stop it,Poland,Wroclaw,reform,,14:00,50,50,0,0,N,31,0,0,14000000,2047500,BBC,03/12/1981,
01-Dec-81,Tue,occupation,Rural Solidarity,government,agriculture,farmers protest land and sale policies,Poland,Torun,justice,,,71,0,0,0,N,0,0,0,14000000,2047500,BBC,10/12/1981,
01-Dec-81,Tue,occupation,Rural Solidarity,government,,farmers occupy communist youth building,Poland,Siedlce,reform,,,301,0,0,0,N,0,0,0,14000000,2047500,BBC,10/12/1981,
01-Dec-81,Tue,occupation,Peasant Solidarity,government,,farmers protest sale policies,Poland,Swidnica,reform,,,301,0,0,0,N,0,0,0,14000000,2047500,BBC,10/12/1981,
02-Dec-81,Wed,repression,students,government,police,police and troops assault Firefighters Academy,Poland,Warsaw,repression,,10:00-11:00,340,20,0,0,N,3001,0,0,14000000,2047500,Reuters,02/12/1981,
02-Dec-81,Wed,repression,Solidarity,government,police,police block Warsaw plants so workers cannot help students,Poland,Warsaw,repression,,,3001,0,0,0,N,3001,0,0,14000000,2047500,Reuters,02/12/1981,
02-Dec-81,Wed,rally,Solidarity,government,police,crowd surrounds Firefighters academy,Poland,Warsaw,freedom,,,3001,0,0,0,N,3001,0,0,14000000,2047500,Reuters,02/12/1981,
02-Dec-81,Wed,rally,Solidarity,government,,"Walesa says be on guard, don't resist",Poland,Warsaw,freedom,,16:00,200,0,0,0,N,0,0,0,14000000,2047500,Reuters,02/12/1981,
02-Dec-81,Wed,occupation,Peasant Solidarity,government,agriculture,farmers protest land and sale policies,Poland,Wloclawek,justice,,,100,0,0,0,N,0,0,0,14000000,2047500,RFE,11/12/1981,
02-Dec-81,Wed,occupation,Rural Solidarity,government,agriculture,farmers protest land and sale policies,Poland,Torun,justice,,,71,0,0,0,N,0,0,0,14000000,2047500,BBC,10/12/1981,
02-Dec-81,Wed,occupation,Rural Solidarity,government,,farmers occupy communist youth building,Poland,Siedlce,reform,,,301,0,0,0,N,0,0,0,14000000,2047500,BBC,10/12/1981,
02-Dec-81,Wed,occupation,Peasant Solidarity,government,,farmers protest sale policies,Poland,Swidnica,reform,,,301,0,0,0,N,0,0,0,14000000,2047500,BBC,10/12/1981,
02-Dec-81,Wed,occupation,Peasant Solidarity,government,agriculture,farmers protest land and sale policies,Poland,Zamosc,justice,,,101,0,0,0,N,0,0,0,14000000,2047500,BBC,10/12/1981,
03-Dec-81,Thu,petition,Solidarity,government,police,criticizes police use of force; wants general strike,Poland,Radom,repression,,20:00-01:00,107,0,0,0,N,0,0,0,14000000,2047500,Reuters,03/12/1981,
03-Dec-81,Thu,occupation,Peasant Solidarity,government,agriculture,farmers protest land and sale policies,Poland,Wloclawek,justice,,,100,0,0,0,N,0,0,0,14000000,2047500,RFE,11/12/1981,
03-Dec-81,Thu,petition,dissidents,government,,dissident police criticize police raid,Poland,Warsaw,justice,,,500,0,0,0,N,0,0,0,14000000,2047500,Reuters,03/12/1981,
03-Dec-81,Thu,occupation,Rural Solidarity,government,agriculture,farmers protest land and sale policies,Poland,Torun,justice,,,71,0,0,0,N,0,0,0,14000000,2047500,BBC,10/12/1981,
03-Dec-81,Thu,occupation,Rural Solidarity,government,,farmers occupy communist youth building,Poland,Siedlce,reform,,,301,0,0,0,N,0,0,0,14000000,2047500,BBC,10/12/1981,
03-Dec-81,Thu,occupation,Peasant Solidarity,government,,farmers protest sale policies,Poland,Swidnica,reform,,,301,0,0,0,N,0,0,0,14000000,2047500,BBC,10/12/1981,
03-Dec-81,Thu,occupation,Peasant Solidarity,government,agriculture,farmers protest land and sale policies,Poland,Zamosc,justice,,,101,0,0,0,N,0,0,0,14000000,2047500,BBC,10/12/1981,
04-Dec-81,Fri,strike,students,government,,criticizes police use of force,Poland,Poland,repression,02/12/1981,,200001,0,0,0,N,0,0,0,14000000,2047500,RFE,08/12/1981,
04-Dec-81,Fri,occupation,Peasant Solidarity,government,agriculture,farmers protest land and sale policies,Poland,Wloclawek,justice,,,100,0,0,0,N,0,0,0,14000000,2047500,RFE,11/12/1981,
04-Dec-81,Fri,occupation,Rural Solidarity,government,agriculture,farmers protest land and sale policies,Poland,Torun,justice,,,71,0,0,0,N,0,0,0,14000000,2047500,BBC,10/12/1981,
04-Dec-81,Fri,occupation,Rural Solidarity,government,,farmers occupy communist youth building,Poland,Siedlce,reform,,,301,0,0,0,N,0,0,0,14000000,2047500,BBC,10/12/1981,
04-Dec-81,Fri,occupation,Peasant Solidarity,government,,farmers protest sale policies,Poland,Swidnica,reform,,,301,0,0,0,N,0,0,0,14000000,2047500,BBC,10/12/1981,
04-Dec-81,Fri,occupation,Peasant Solidarity,government,agriculture,farmers protest land and sale policies,Poland,Zamosc,justice,,,101,0,0,0,N,0,0,0,14000000,2047500,BBC,10/12/1981,
05-Dec-81,Sat,demonstration,Solidarity,government,police,"putting up posters; arrested, resisted",Poland,Opole,repression,,,21,21,21,0,N,31,0,0,14000000,2047500,Reuters,05/12/1981,
05-Dec-81,Sat,demonstration,Solidarity,government,police,putting up posters; stopped by police,Poland,Olkusz,repression,,,21,21,0,0,N,31,0,0,14000000,2047500,Reuters,05/12/1981,
05-Dec-81,Sat,strike,students,government,,criticizes police use of force,Poland,Poland,repression,02/12/1981,,200001,0,0,0,N,0,0,0,14000000,2047500,RFE,08/12/1981,
05-Dec-81,Sat,occupation,Peasant Solidarity,government,agriculture,farmers protest land and sale policies,Poland,Wloclawek,justice,,,100,0,0,0,N,0,0,0,14000000,2047500,RFE,11/12/1981,
05-Dec-81,Sat,repression,Solidarity,government,,"heavy govt, WTO criticism of Solidarity",Poland,Poland,repression,,,0,0,0,0,N,0,0,0,14000000,2047500,Reuters,05/12/1981,
05-Dec-81,Sat,petition,Peasant Solidarity,Solidarity,,"merge farmer, student and Solidarity organizations",Poland,Poland,merger,,,10001,0,0,0,N,0,0,0,14000000,2047500,Reuters,05/12/1981,
05-Dec-81,Sat,occupation,Rural Solidarity,government,agriculture,farmers protest land and sale policies,Poland,Torun,justice,,,71,0,0,0,N,0,0,0,14000000,2047500,BBC,10/12/1981,
05-Dec-81,Sat,occupation,Rural Solidarity,government,,farmers occupy communist youth building,Poland,Siedlce,reform,,,301,0,0,0,N,0,0,0,14000000,2047500,BBC,10/12/1981,
05-Dec-81,Sat,occupation,Peasant Solidarity,government,,farmers protest sale policies,Poland,Swidnica,reform,,,301,0,0,0,N,0,0,0,14000000,2047500,BBC,10/12/1981,
05-Dec-81,Sat,occupation,Peasant Solidarity,government,agriculture,farmers protest land and sale policies,Poland,Zamosc,justice,,,101,0,0,0,N,0,0,0,14000000,2047500,BBC,10/12/1981,
05-Dec-81,Sat,exit,dissidents,government,,allowed to leave Poland legally,Poland,Poland,freedom,,,42,0,0,0,N,0,0,0,14000000,2447500,BBC,27/01/1982,
06-Dec-81,Sun,demonstration,Solidarity,government,USSR,"cornerstone laid for Katyn massacre, 1940",Poland,Katyn,freedom,,,1000,0,0,0,N,101,0,0,14000000,2047500,RFE,06/12/1981,
06-Dec-81,Sun,strike,students,government,,criticizes police use of force,Poland,Poland,repression,02/12/1981,,200001,0,0,0,N,0,0,0,14000000,2047500,RFE,08/12/1981,
06-Dec-81,Sun,occupation,Peasant Solidarity,government,agriculture,farmers protest land and sale policies,Poland,Wloclawek,justice,,,100,0,0,0,N,0,0,0,14000000,2047500,RFE,11/12/1981,
06-Dec-81,Sun,repression,Solidarity,government,USSR,"heavy govt, WTO criticism of Solidarity",Poland,Poland,repression,,,0,0,0,0,N,0,0,0,14000000,2047500,Reuters,06/12/1981,
06-Dec-81,Sun,mobilization,Solidarity,government,,"Solidarity sets up ""worker guard"" units in factories",Poland,Warsaw,mobilization,,,107,0,0,0,N,0,0,0,14000000,2047500,Reuters,06/12/1981,
06-Dec-81,Sun,occupation,Rural Solidarity,government,agriculture,farmers protest land and sale policies,Poland,Torun,justice,,,71,0,0,0,N,0,0,0,14000000,2047500,BBC,10/12/1981,
06-Dec-81,Sun,occupation,Rural Solidarity,government,,farmers occupy communist youth building,Poland,Siedlce,reform,,,301,0,0,0,N,0,0,0,14000000,2047500,BBC,10/12/1981,
06-Dec-81,Sun,occupation,Peasant Solidarity,government,,farmers protest sale policies,Poland,Swidnica,reform,,,301,0,0,0,N,0,0,0,14000000,2047500,BBC,10/12/1981,
06-Dec-81,Sun,occupation,Peasant Solidarity,government,agriculture,farmers protest land and sale policies,Poland,Zamosc,justice,,,101,0,0,0,N,0,0,0,14000000,2047500,BBC,10/12/1981,
06-Dec-81,Sun,occupation,Rural Solidarity,government,agriculture,farmers protest land and sale policies,Poland,Walbrzych,justice,,,101,0,0,0,N,0,0,0,14000000,2047500,BBC,10/12/1981,
07-Dec-81,Mon,petition,Archbishop,Poland,,"Glemp asks for calm, no force, & no strikes",Poland,Poland,stability,,,1,0,0,0,N,0,0,0,20000000,2047500,RFE,07/12/1981,
07-Dec-81,Mon,trial,Solidarity,government,court,Szczecin leader accused of libel,Poland,Warsaw,censorship,,,0,1,0,0,N,0,0,0,14000000,2047500,RFE,07/12/1981,
07-Dec-81,Mon,strike,students,government,,criticizes police use of force,Poland,Poland,repression,02/12/1981,,200001,0,0,0,N,0,0,0,14000000,2047500,RFE,08/12/1981,
07-Dec-81,Mon,occupation,Peasant Solidarity,government,agriculture,farmers protest land and sale policies,Poland,Wloclawek,justice,,,100,0,0,0,N,0,0,0,14000000,2047500,RFE,11/12/1981,
07-Dec-81,Mon,mobilization,Solidarity,government,,general strike on 12/17 with demos and worker-guards,Poland,Warsaw,mobilization,02/12/1981,,107,0,0,0,N,0,0,0,14000000,2047500,Reuters,07/12/1981,
07-Dec-81,Mon,repression,Solidarity,government,USSR,"heavy govt, WTO criticism of Solidarity",Poland,Poland,repression,,,0,0,0,0,N,0,0,0,14000000,2047500,Reuters,07/12/1981,
07-Dec-81,Mon,occupation,Rural Solidarity,government,agriculture,farmers protest land and sale policies,Poland,Torun,justice,,,71,0,0,0,N,0,0,0,14000000,2047500,BBC,10/12/1981,
07-Dec-81,Mon,occupation,Rural Solidarity,government,,farmers occupy communist youth building,Poland,Siedlce,reform,,,301,0,0,0,N,0,0,0,14000000,2047500,BBC,10/12/1981,
07-Dec-81,Mon,occupation,Peasant Solidarity,government,,farmers protest sale policies,Poland,Swidnica,reform,,,301,0,0,0,N,0,0,0,14000000,2047500,BBC,10/12/1981,
07-Dec-81,Mon,occupation,Rural Solidarity,government,,farmers protest land and sale policies,Poland,Zamosc,justice,,,101,0,0,0,N,0,0,0,14000000,2047500,BBC,10/12/1981,
07-Dec-81,Mon,occupation,Peasant Solidarity,government,agriculture,farmers protest land and sale policies,Poland,Zamosc,justice,,,101,0,0,0,N,0,0,0,14000000,2047500,BBC,10/12/1981,
07-Dec-81,Mon,occupation,Rural Solidarity,government,agriculture,farmers protest land and sale policies,Poland,Walbrzych,justice,,,101,0,0,0,N,0,0,0,14000000,2047500,BBC,10/12/1981,
08-Dec-81,Tue,strike,students,government,,criticizes police use of force,Poland,Poland,repression,02/12/1981,,200001,0,0,0,N,0,0,0,14000000,2047500,Reuters,08/12/1981,
08-Dec-81,Tue,trial,Solidarity,government,court,newspaper cartoonist charged w/ libel,Poland,Pulawy,censorship,,,0,1,0,0,N,0,0,0,14000000,2047500,RFE,08/12/1981,
08-Dec-81,Tue,occupation,Peasant Solidarity,government,agriculture,farmers protest land and sale policies,Poland,Wloclawek,justice,,,100,0,0,0,N,0,0,0,14000000,2047500,RFE,11/12/1981,
08-Dec-81,Tue,repression,Solidarity,government,USSR,"heavy govt, WTO criticism of Solidarity",Poland,Poland,repression,,,0,0,0,0,N,0,0,0,14000000,2047500,Reuters,08/12/1981,
08-Dec-81,Tue,petition,Church,government,,Glemp seeks to mediate the conflict,Poland,Poland,mediation,,,1,0,0,0,N,0,0,0,20000000,2047500,Reuters,08/12/1981,
08-Dec-81,Tue,repression,Solidarity,government,USSR,"heavy govt, WTO criticism of Solidarity",Poland,Poland,repression,,,0,0,0,0,N,0,0,0,14000000,2047500,Reuters,08/12/1981,
08-Dec-81,Tue,occupation,Peasant Solidarity,government,,farmers protest land and sale policies,Poland,Brzostkow,justice,,,21,0,0,0,N,0,0,0,14000000,2047500,BBC,10/12/1981,
08-Dec-81,Tue,occupation,Rural Solidarity,government,agriculture,farmers protest land and sale policies,Poland,Torun,justice,,,71,0,0,0,N,0,0,0,14000000,2047500,BBC,10/12/1981,
08-Dec-81,Tue,occupation,Rural Solidarity,government,,farmers occupy communist youth building,Poland,Siedlce,reform,,,301,0,0,0,N,0,0,0,14000000,2047500,BBC,10/12/1981,
08-Dec-81,Tue,occupation,Peasant Solidarity,government,,farmers protest sale policies,Poland,Swidnica,reform,,,301,0,0,0,N,0,0,0,14000000,2047500,BBC,10/12/1981,
08-Dec-81,Tue,occupation,Rural Solidarity,government,,farmers protest land and sale policies,Poland,Zamosc,justice,,,101,0,0,0,N,0,0,0,14000000,2047500,BBC,10/12/1981,
08-Dec-81,Tue,occupation,Peasant Solidarity,government,agriculture,farmers protest land and sale policies,Poland,Zamosc,justice,,,101,0,0,0,N,0,0,0,14000000,2047500,BBC,10/12/1981,
08-Dec-81,Tue,occupation,Rural Solidarity,government,agriculture,farmers protest land and sale policies,Poland,Walbrzych,justice,,,101,0,0,0,N,0,0,0,14000000,2047500,BBC,10/12/1981,
09-Dec-81,Wed,strike,students,government,,criticizes police use of force,Poland,Poland,repression,02/12/1981,,200001,0,0,0,N,0,0,0,14000000,2047500,RFE,10/12/1981,
09-Dec-81,Wed,occupation,Peasant Solidarity,government,,farmers protest land and sale policies,Poland,Brzostkow,justice,,,21,0,0,0,N,0,0,0,14000000,2047500,BBC,10/12/1981,
09-Dec-81,Wed,occupation,Peasant Solidarity,government,agriculture,farmers protest land and sale policies,Poland,Wloclawek,justice,,,100,0,0,0,N,0,0,0,14000000,2047500,RFE,11/12/1981,
09-Dec-81,Wed,repression,Solidarity,government,USSR,"heavy govt, WTO criticism of Solidarity",Poland,Poland,repression,,,0,0,0,0,N,0,0,0,14000000,2047500,Reuters,09/12/1981,
09-Dec-81,Wed,petition,Solidarity,government,,reject state emergency law plan,Poland,Poznan,justice,,,17000,0,0,0,N,0,0,0,14000000,2047500,Reuters,09/12/1981,
09-Dec-81,Wed,petition,Church,government,Sejm,reject state emergency law plan,Poland,Warsaw,justice,,,3001,0,0,0,N,0,0,0,20000000,2047500,Reuters,09/12/1981,
10-Dec-81,Thu,strike,students,government,,demand new public Firefighters Academy,Poland,Poland,repression,,,200001,0,0,0,N,0,0,0,14000000,2047500,RFE,10/12/1981,
10-Dec-81,Thu,rally,students,government,,"Solidarity and students set up ""strike university""",Poland,Radom,freedom,,,301,0,0,0,N,0,0,0,14000000,2047500,RFE,10/12/1981,
10-Dec-81,Thu,occupation,Peasant Solidarity,government,agriculture,farmers protest land and sale policies,Poland,Wloclawek,justice,,,100,0,0,0,N,0,0,0,14000000,2047500,RFE,11/12/1981,
10-Dec-81,Thu,repression,Solidarity,government,USSR,"heavy govt, WTO criticism of Solidarity",Poland,Poland,repression,,,0,0,0,0,N,0,0,0,14000000,2047500,Reuters,10/12/1981,
10-Dec-81,Thu,occupation,Peasant Solidarity,government,,farmers protest land and sale policies,Poland,Brzostkow,justice,,,21,0,0,0,N,0,0,0,14000000,2047500,Reuters,13/12/1981,
11-Dec-81,Fri,occupation,Peasant Solidarity,government,agriculture,farmers protest land and sale policies,Poland,Wloclawek,justice,,,100,0,0,0,N,0,0,0,14000000,2047500,RFE,11/12/1981,
11-Dec-81,Fri,repression,Solidarity,government,USSR,"heavy govt, WTO criticism of Solidarity",Poland,Poland,repression,,,0,0,0,0,N,0,0,0,14000000,2047500,Reuters,11/12/1981,
11-Dec-81,Fri,petition,Solidarity,government,,create free local elections,Poland,Gdansk,reform,,,107,0,0,0,N,0,0,0,14000000,2047500,Reuters,11/12/1981,
11-Dec-81,Fri,petition,Solidarity,government,,hold a free referendum for Solidarity or govt,Poland,Gdansk,reform,,,107,0,0,0,N,0,0,0,14000000,2047500,Reuters,11/12/1981,
11-Dec-81,Fri,petition,Solidarity,government,,the emergency law is unacceptable,Poland,Gdansk,freedom,,,107,0,0,0,N,0,0,0,14000000,2047500,Reuters,11/12/1981,
11-Dec-81,Fri,occupation,Peasant Solidarity,government,,farmers protest land and sale policies,Poland,Brzostkow,justice,,,21,0,0,0,N,0,0,0,14000000,2047500,Reuters,13/12/1981,
